Class,Dataset Name,Order,Variable Name,Label,Type,Codelist,Value list,Format,Role,Notes,Core
Special-Purpose,DM,8,RFXENDTC,Date/Time of Last Study Treatment,Char,,,ISO 8601,Record Qualifier,"Last date/time of exposure to any protocol-specified treatment or therapy, equal to the latest value of EXENDTC (or the latest value of EXSTDTC if EXENDTC was not collected or is missing). Note: Absolute last",Perm
Special-Purpose,DM,9,SITEID,Study Site Identifier,Char,,,,Record Qualifier,Unique identifier for a study site within a submission. Use only if subjects are housed at different sites.,Perm
Special-Purpose,DM,10,BRTHDTC,Date/Time of Birth,Char,,,ISO 8601,Record Qualifier,"Date/Time of birth of the subject, in ISO 8601 format.",Perm
Special-Purpose,DM,11,AGE,Age,Num,,,,Record Qualifier,"May be derived (RFSTDTC - BRTHDTC), but BRTHDTC may not be available in all cases. Age may also be collected.",Perm
Special-Purpose,DM,12,AGETXT,Age Range,Char,,,number-number,Record Qualifier,"Used when the age is a range and the exact birthdate is not known. This variable is a character field for the purposes of defining age ranges, e.g., if the information available for the age of the subject is 6-8 and AGEU is WEEKS. Populate only when BRTHDTC or AGE is not specified. The format for AGETXT is ""number-number"" (e.g., 6-8).",Perm
Special-Purpose,DM,13,AGEU,Age Unit,Char,AGEU,,,Variable Qualifier,Units associated with AGE and AGETXT.,Exp
Special-Purpose,DM,14,SEX,Sex,Char,SEX,,,Record Qualifier,The sex of the subject.,Req
Special-Purpose,DM,15,SPECIES,Species,Char,SPECIES,,,Record Qualifier,"If this variable is excluded in the DM domain, the information must be present at a higher level (either Trial Sets or Trial Summary).",Perm
Special-Purpose,DM,16,STRAIN,Strain/Substrain,Char,STRAIN,,,Record Qualifier,"Used to identify the vendor-supplied strain, substrain, or breed designation for the test system under study. It may combine the background strain, substrain, and associated genetic modifications as supplied by the vendor (e.g., C57BL/6, A/J, B6.129-Pparg<tm2Rev>/J, FISCHER 344, SPRAGUE-DAWLEY IGS, WISTAR Kyoto, BEAGLE, CYNOMOLGUS, and CHIMPANZEE). The SEND Controlled Terminology codelist consists of commonly used wild type strains. It is extensible to accommodate strains not listed and genetically modified substrains. If this variable is excluded in the DM domain, the information must be present at a higher level (either Trial Sets or Trial Summary). Country of origin for non-human primates should not go into STRAIN. In general, details related to coat color (e.g., White and Red designations for New Zealand Rabbits) should not go into STRAIN.",Perm
Special-Purpose,DM,17,SBSTRAIN,Strain/Substrain Details,Char,,,,Record Qualifier,"Free-text field that allows the sponsor to enter further details qualifiying the SPECIES and/or STRAIN, depending on the level to which these variables were defined. Examples include the description of a specific genetic alteration, country of origin for non-human primates, details related to coat color (e.g., White and Red designations for New Zealand Rabbits), and important animal husbandry information (e.g., SPF, BR, VAF).",Perm
Special-Purpose,DM,18,ARMCD,Planned Arm Code,Char,,,,Record Qualifier,Short name for ARM (may be up to 20 characters) used for sorting and programming. Should be populated when Arms have been defined in the TA domain.,Exp
Special-Purpose,DM,19,ARM,Description of Planned Arm,Char,,,,Synonym Qualifier,"Descriptive name given to a specific Trial Arm (e.g., Low Dose, Mid Dose, 10 mg/kg/day dose, Third Arm) to which the subject was assigned.",Perm
Special-Purpose,DM,20,SETCD,Set Code,Char,,,,Record Qualifier,"Short name of a specific Trial Set to which the subject was assigned, as defined by the sponsor. Maximum of 8 characters. This represents the Trial Set for which parameters are being submitted.",Req
Special-Purpose,CO,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Special-Purpose,CO,2,DOMAIN,Domain Abbreviation,Char,,CO,,Identifier,Two-character abbreviation for the domain.,Req
Special-Purpose,CO,3,RDOMAIN,Related Domain Abbreviation,Char,,,,Record Qualifier,Domain abbreviation of the parent record(s). Null for comments collected as a general comment or additional information.,Exp
Special-Purpose,CO,4,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product. Either USUBJID or POOLID must be populated unless the record contains a study comment unrelated to a USUBJID or POOLID.,Exp
Special-Purpose,CO,5,POOLID,Pool Identifier,Char,,,,Identifier,Identifier used for pooled subjects to assign a single result to multiple subjects. Either USUBJID or POOLID must be populated unless the record contains a study comment unrelated to a USUBJID or POOLID.,Perm
Special-Purpose,CO,6,COSEQ,Sequence Number,Num,,,,Identifier,"The sequence number must be unique for each record within a USUBJID or POOLID, whichever applies for the record.",Req
Special-Purpose,CO,7,IDVAR,Identifying Variable,Char,,,,Record Qualifier,"Variable in the parent dataset that identifies the record(s) to which the comment applies, which is contained in IDVAR. Examples: BWSEQ or CLGRPID. Used only when individual comments are related to domain records.",Exp
Special-Purpose,CO,8,IDVARVAL,Identifying Variable Value,Char,,,,Record Qualifier,Value of identifying variable of the parent record(s). Used only when individual comments are related to domain records. Cannot be populated if IDVAR is null.,Exp
Special-Purpose,CO,9,COREF,Comment Reference,Char,,,,Record Qualifier,"Sponsor-defined reference associated with the comment. May be the logbook page number, name (e.g., Logbook), or a combination of information that identifies the reference (e.g., Logbook, page 650, Day 28, morning).",Perm
Special-Purpose,CO,10,COVAL,Comment,Char,,,,Topic,The text of the comment. Text over 200 characters can be added to additional columns COVAL1-COVALn. See Assumption 4 in Section 5.2.1.1.,Req
Special-Purpose,CO,11,COEVAL,Evaluator,Char,,,,Record Qualifier,"Used to describe the originator of the comment. Examples: TECHNICIAN, STUDY DIRECTOR, VET.",Perm
Special-Purpose,CO,12,CODTC,Date/Time of Comment,Char,,,ISO 8601,Timing,"Date/Time of the comment, in ISO 8601 format. May be null if this is a child record of another domain or if the comment date was not collected. In all other cases, this represents the date/time of the comment in ISO 8601 format.",Exp
Special-Purpose,CO,13,CODY,Study Day of Comment,Num,,,,Timing,"Study day of the comment, in integer days. May be null if this is a child record of another domain or if the comment date was not collected. The algorithm for calculations must be relative to the sponsor-defined RFSTDTC variable in the Demographics (DM) domain.",Perm
Special-Purpose,SE,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Special-Purpose,SE,2,DOMAIN,Domain Abbreviation,Char,,SE,,Identifier,Two-character abbreviation for the domain.,Req
Special-Purpose,SE,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Special-Purpose,SE,4,SESEQ,Sequence Number,Num,,,,Identifier,Sequence number given to ensure uniqueness of subject records within a USUBJID within a domain. May be any valid number.,Req
Special-Purpose,SE,5,ETCD,Element Code,Char,,,,Topic,ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions.,Req
Special-Purpose,SE,6,ELEMENT,Description of Element,Char,,,,Synonym Qualifier,The name of the Element..,Perm
Special-Purpose,SE,7,SESTDTC,Start Date/Time of Element,Char,,,ISO 8601,Timing,"Start date/time for an Element for each subject, in ISO 8601 format.",Req
Special-Purpose,SE,8,SEENDTC,End Date/Time of Element,Char,,,ISO 8601,Timing,"End date/time for an Element for each subject, in ISO 8601 format.",Exp
Special-Purpose,SE,9,SEUPDES,Description of Unplanned Element,Char,,,,Synonym Qualifier,Description of what happened to the subject during an unplanned Element. Used only if ETCD has the value of UNPLAN.,Perm
Trial Design,TE,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Trial Design,TE,2,DOMAIN,Domain Abbreviation,Char,,TE,,Identifier,Two-character abbreviation for the domain.,Req
Trial Design,TE,3,ETCD,Element Code,Char,,,,Topic,ETCD (the short form of ELEMENT) is limited to 8 characters and does not have special character restrictions.,Req
Trial Design,TE,4,ELEMENT,Description of Element,Char,,,,Synonym Qualifier,The name of the Element.,Req
Trial Design,TE,5,TESTRL,Rule for Start of Element,Char,,,,Rule,Expresses rule for beginning Element.,Req
Trial Design,TE,6,TEENRL,Rule for End of Element,Char,,,,Rule,Expresses rule for ending Element. Either TEENRL or TEDUR must be present for each Element; both may be present.,Perm
Trial Design,TE,7,TEDUR,Planned Duration of Element,Char,,,ISO 8601,Timing,Planned duration of Element in ISO 8601 format. Use when an Element represents a fixed duration. TEENRL or TEDUR must be present for each Element; both may be present.,Perm
Trial Design,TA,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Trial Design,TA,2,DOMAIN,Domain Abbreviation,Char,,TA,,Identifier,Two-character abbreviation for the domain.,Req
Trial Design,TA,3,ARMCD,Planned Arm Code,Char,,,,Topic,Short name of a specific ARM (may be up to 20 characters) used for sorting and programming. Should be populated in Demographics when Arms have been defined in this domain.,Req
Trial Design,TA,4,ARM,Description of Planned Arm,Char,,,,Synonym Qualifier,"Descriptive name given to a specific Trial Arm (e.g., Low Dose, Mid Dose, 10 mg/kg/day dose).",Req
Trial Design,TA,5,TAETORD,Order of Element within Arm,Num,,,,Timing,Number that provides the order of the planned Element within the Arm. This value should be an integer.,Req
Trial Design,TA,6,ETCD,Element Code,Char,,,,Record Qualifier,ETCD (the companion to ELEMENT) is limited to 8 characters and does not have special character restrictions.,Req
Trial Design,TA,7,ELEMENT,Description of Element,Char,,,,Synonym Qualifier,The name of the Element.,Perm
Trial Design,TA,8,TABRANCH,Branch,Char,,,,Rule,"Conditions subjects meet, occurring at the end of an Element, which cause an Arm to branch off from other Arms (e.g., randomization to control group).",Perm
Trial Design,TA,9,TATRANS,Transition Rule,Char,,,,Rule,"If the study design allows for a subject to transition to an Element other than the next sequential Element, as defined by TAETORD, then the conditions for transitioning to those other Elements, as well as the alternative Element sequences, are specified in this rule (e.g., TATRANS = 'Subject with Hypoactivity Transitions to Rest Period to Treatment 2').",Perm
Trial Design,TA,10,EPOCH,Trial Epoch,Char,,,,Timing,"Name of the study Epoch with which this Element of the Arm is associated (e.g., Treatment, Screen). Equivalent to 'Phase' or 'Period.'",Exp
Trial Design,TX,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Trial Design,TX,2,DOMAIN,Domain Abbreviation,Char,,TX,,Identifier,Two-character abbreviation for the domain.,Req
Trial Design,TX,3,SETCD,Set Code,Char,,,,Identifier,Short name of the Trial Set. The same element may occur more than once within an Arm. Maximum 8 characters. This represents the Trial Set for which parameters are being submitted.,Req
Trial Design,TX,4,SET,Set Description,Char,,,,Synonym Qualifier,"Long description of a specific Trial Set, as defined by the sponsor.",Req
Trial Design,TX,5,TXSEQ,Sequence Number,Num,,,,Identifier,Unique number for this record within this dataset. (This sequence should be unique within the entire dataset because there is no USUBJID.),Req
Trial Design,TX,6,TXPARMCD,Trial Set Parameter Short Name,Char,STSPRMCD,,,Topic,Short character value for the Trial Set parameter described in TXPARM. Maximum 8 characters.,Req
Trial Design,TX,7,TXPARM,Trial Set Parameter,Char,STSPRM,,,Synonym Qualifier,Term for the Trial Set parameter. Maximum 40 characters.,Req
Trial Design,TX,8,TXVAL,Trial Set Parameter Value,Char,,,,Result Qualifier,"Value of the Trial Set parameter (e.g., Fed ad libitum or Restricted Feeding when TXPARM is FEEDREG). Some parameters may be subject to controlled terminology. See the Controlled Terms, Codelist, or Format column in Section 7.4.2 that lists all defined Trial Set parameters.",Req
Trial Design,TS,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study within the submission.,Req
Trial Design,TS,2,DOMAIN,Domain Abbreviation,Char,,TS,,Identifier,Two-character abbreviation for the domain most relevant to the observation.,Req
Trial Design,TS,3,TSSEQ,Sequence Number,Num,,,,Identifier,"Sequence number used to ensure uniqueness within a TSPARMCD. Allows inclusion of multiple records for the same TSPARMCD, and can be used to join related records.",Req
Trial Design,TS,4,TSGRPID,Group Identifier,Char,,,,Identifier,Used to tie together a group of related records. This is not the sponsor-defined protocol group number.,Exp
Trial Design,TS,5,TSPARMCD,Trial Summary Parameter Short Name,Char,STSPRMCD,,,Topic,Short character value for the trial design characteristic described in TSPARM. Value must be 8 characters or less.,Req
Trial Design,TS,6,TSPARM,Trial Summary Parameter,Char,STSPRM,,,Synonym Qualifier,Term for the trial parameter. Value must be 40 characters or less.,Req
Trial Design,TS,7,TSVAL,Parameter Value,Char,,,,Result Qualifier,"Value of the TS parameter (e.g., ""FDA"" when TSPARM is GLP Type). The values for some parameters may be subject to controlled terminology. See the Controlled Terms, Codelist, or Format column in Section 7.6.3 that lists all defined parameters. TSVAL can only be null if TSVALNF is populated.",Exp
Trial Design,TS,8,TSVALNF,Parameter Null Flavor,Char,,,ISO 21090 NullFlavor enumeration,Record Qualifier,"Null flavor for the value of the TSPARMs, which should be included according to the trial summary code table below if and only if TSVAL is null.",Perm
Relationship,RELREC,1,STUDYID,Study Identifier,Char,,,,,Unique identifier for a study.,Req
Relationship,RELREC,2,RDOMAIN,Related Domain Abbreviation,Char,,,,,Two-character abbreviation for the domain of the parent record(s).,Req
Relationship,RELREC,3,USUBJID,Unique Subject Identifier,Char,,,,,"Unique Subject Identifier of the Parent record(s). Either USUBJID or POOLID must be populated, except for certain domain-to-domain relationships (see Section 8.2.3).",Exp
Relationship,RELREC,4,POOLID,Pool Identifier,Char,,,,,"Pool Identifier of the Parent record(s). If POOLID is entered, POOLDEF records must exist for each subject and the USUBJID must be null. Either USUBJID or POOLID must be populated.",Perm
Relationship,RELREC,5,IDVAR,Identifying Variable,Char,,,,,Name of the identifying variable in the general observation class domain that identifies the related record(s). Examples include BWSEQ and BWGRPID.,Req
Relationship,RELREC,6,IDVARVAL,Identifying Variable Value,Char,,,,,"Value of identifying variable described in IDVAR. For example, if BWSEQ is the variable being used to describe this record, then the value of BWSEQ would be entered here.",Exp
Relationship,RELREC,7,RELTYPE,Relationship Type,Char,RELTYPE,,,,Identifies the hierarchical level of the records in the relationship. Values are only necessary when identifying a relationship between domains (as described in Section 8.4). Values should be either ONE or MANY.,Perm
Relationship,RELREC,8,RELID,Relationship Identifier,Char,,,,,Unique value within a study that identifies the relationship. RELID can be any value the sponsor chooses and is only meaningful within the df dataset to identify the related/associated domain records.,Req
Relationship,SUPPQUAL,1,STUDYID,Study Identifier,Char,,,,,Unique study identifier of the parent record(s).,Req
Relationship,SUPPQUAL,2,RDOMAIN,Related Domain Abbreviation,Char,,,,,Two-character abbreviation for the domain of the parent record(s).,Req
Relationship,SUPPQUAL,3,USUBJID,Unique Subject Identifier,Char,,,,,Unique subject identifier of the parent record(s). Either USUBJID or POOLID must be populated.,Exp
Relationship,SUPPQUAL,4,POOLID,Pool Identifier,Char,,,,,"Pool identifier of the Parent record(s).. If POOLID is entered, POOLDEF records must exist for each subject and the USUBJID must be null. Either USUBJID or POOLID must be populated.",Perm
Relationship,SUPPQUAL,5,IDVAR,Identifying Variable,Char,,,,,"Identifying variable in the dataset that identifies the related record(s). Examples: BWSEQ, CLGRPID.",Exp
Relationship,SUPPQUAL,6,IDVARVAL,Identifying Variable Value,Char,,,,,Value of identifying variable of the parent record(s).,Exp
Relationship,SUPPQUAL,7,QNAM,Qualifier Variable Name,Char,,,,,"The short name of the Qualifier variable, which is used as a column name in a domain view with data from the parent domain. The value in QNAM cannot be longer than 8 characters nor can it start with a number (e.g., ""1TEST"" is not valid). QNAM cannot contain characters other than letters, numbers, or underscores. This will often be the column name in the sponsor's operational dataset. The value in QNAM may not be the same as any variable name defined in another domain or the SDTM. The QNAM should uniquely correspond to a QLABEL within a single domain.",Req
Relationship,SUPPQUAL,8,QLABEL,Qualifier Variable Label,Char,,,,,This is the long name or label associated with QNAM. The value in QLABEL should be in title case and cannot be longer than 40 characters. This will often be the column label in the sponsor's operational dataset.,Req
Relationship,SUPPQUAL,9,QVAL,Data Value,Char,,,,,"Result of, response to, or value associated with QNAM. A value for this column is required; no records can be in SUPP-- with a null value for QVAL.",Req
Relationship,SUPPQUAL,10,QORIG,Origin,Char,,,,,"QORIG is used to indicate the origin of the data. Possible values are COLLECTED, DERIVED, OTHER, and NOT AVAILABLE. See Section 3.2.2.1.",Perm
Relationship,SUPPQUAL,11,QEVAL,Evaluator,Char,,,,,"Used only for results that are subjective (i.e., assigned by a person or a group). Should be null for records that contain objectively collected or derived data. Some examples include PATHOLOGIST or VETERINARIAN, etc.",Perm
Relationship,POOLDEF,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Relationship,POOLDEF,2,POOLID,Pool Identifier,Char,,,,Identifier,Identifier used for pooling subjects to assign a single finding to multiple subjects.,Req
Relationship,POOLDEF,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify across all studies for all applications or submissions involving the product.,Req
