Class,Dataset Name,Order,Variable Name,Label,Type,Codelist,Value list,Format,Role,Notes,Core
Interventions,EC,23,ECROUTE,Route of Administration,Char,C66729,,,Variable Qualifier,"Route of administration for the intervention. Examples: ORAL, INTRAVENOUS.",Perm
Interventions,EC,24,ECLOT,Lot Number,Char,,,,Record Qualifier,Lot Number of the ECTRT product.,Perm
Interventions,EC,25,ECLOC,Location of Dose Administration,Char,C74456,,,Record Qualifier,"Specifies location of administration. Example: ARM, LIP.",Perm
Interventions,EC,26,ECLAT,Laterality,Char,C99073,,,Record Qualifier,"Qualifier for anatomical location further detailing laterality of the intervention administration. Examples: LEFT, RIGHT.",Perm
Interventions,EC,27,ECDIR,Directionality,Char,C99074,,,Variable Qualifier,"Qualifier for anatomical location further detailing directionality. Examples: ANTERIOR, LOWER, PROXIMAL, UPPER.",Perm
Interventions,EC,28,ECPORTOT,Portion or Totality,Char,C99075,,,Variable Qualifier,"Qualifier for anatomical location further detailing distribution, which means arrangement of, apportioning of. Examples: ENTIRE, SINGLE, SEGMENT.",Perm
Interventions,EC,29,ECFAST,Fasting Status,Char,C66742,,,Record Qualifier,"Indicator used to identify fasting status. Examples: Y, N.",Perm
Interventions,EC,30,ECPSTRG,Pharmaceutical Strength,Num,,,,Variable Qualifier,"Amount of an active ingredient expressed quantitatively per dosage unit, per unit of volume, or per unit of weight, according to the pharmaceutical dose form.",Perm
Interventions,EC,31,ECPSTRGU,Pharmaceutical Strength Units,Char,,,,Variable Qualifier,"Unit for ECPSTRG. Examples: mg/TABLET, mg/mL.",Perm
Interventions,EC,32,ECADJ,Reason for Dose Adjustment,Char,,,,Record Qualifier,Describes reason or explanation of why a dose is adjusted.,Perm
Interventions,EC,33,EPOCH,Epoch,Char,C99079,,,Timing,"Trial Epoch of the exposure as collected record. Examples: RUN-IN, TREATMENT.",Perm
Interventions,EC,34,ECSTDTC,Start Date/Time of Treatment,Char,,,ISO 8601,Timing,The date/time when administration of the treatment indicated by ECTRT and ECDOSE began.,Exp
Interventions,EC,35,ECENDTC,End Date/Time of Treatment,Char,,,ISO 8601,Timing,"The date/time when administration of the treatment indicated by ECTRT and ECDOSE ended. For administrations considered given at a point in time (e.g., oral tablet, pre-filled syringe injection), where only an administration date/time is collected, ECSTDTC should be copied to ECENDTC as the standard representation.",Exp
Interventions,EC,36,ECSTDY,Study Day of Start of Treatment,Num,,,,Timing,Study day of ECSTDTC relative to the sponsor-defined DM.RFSTDTC.,Perm
Interventions,EC,37,ECENDY,Study Day of End of Treatment,Num,,,,Timing,Study day of ECENDTC relative to the sponsor-defined DM.RFSTDTC.,Perm
Interventions,EC,38,ECDUR,Duration of Treatment,Char,,,ISO 8601,Timing,Collected duration of administration represented in ISO 8601 duration format. Used only if collected on the CRF and not derived from start and end date/times.,Perm
Interventions,EC,39,ECTPT,Planned Time Point Name,Char,,,,Timing,"Text Description of time when administration should occur. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See ECTPTNUM and ECTPTREF.",Perm
Interventions,EC,40,ECTPTNUM,Planned Time Point Number,Num,,,,Timing,Numerical version of ECTPT to aid in sorting.,Perm
Interventions,EC,41,ECELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601,Timing,Planned elapsed time (in ISO 8601 format) relative to the planned fixed reference (ECTPTREF). This variable is useful where there are repetitive measures. Not a clock time. Represented in ISO 8601 duration format.,Perm
Interventions,EC,42,ECTPTREF,Time Point Reference,Char,,,,Timing,"Name of the fixed reference point referred to by ECELTM, ECTPTNUM, and ECTPT. Examples: PREVIOUS DOSE, PREVIOUS MEAL.",Perm
Interventions,EC,43,ECRFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601,Timing,Date/time for a fixed reference time point defined by ECTPTREF in ISO 8601 character format.,Perm
Interventions,PR,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Interventions,PR,2,DOMAIN,Domain Abbreviation,Char,,PR,,Identifier,Two-character abbreviation for the domain.,Req
Interventions,PR,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Interventions,PR,4,PRSEQ,Sequence Number,Num,,,,Identifier,Sequence number to ensure uniqueness of records within a dataset for a subject. Should be assigned to be in a consistent chronological order.,Req
Interventions,PR,5,PRGRPID,Group ID,Char,,,,Identifier,Used to link together a block of related records within a subject in a domain.,Perm
Interventions,PR,6,PRSPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined identifier. Example: pre-printed line identifier on a CRF or record identifier defined in the sponsor's operational database.,Perm
Interventions,PR,7,PRLNKID,Link ID,Char,,,,Identifier,Used to facilitate identification of relationships between records.,Perm
Interventions,PR,8,PRLNKGRP,Link Group ID,Char,,,,Identifier,Used to facilitate identification of relationships between records.,
Interventions,PR,9,PRTRT,Reported Name of Procedure,Char,,,,Topic,"Name of procedure performed, either pre-printed or collected on a CRF.",Req
Interventions,PR,10,PRDECOD,Standardized Procedure Name,Char,,,,Synonym Qualifier,Standardized or dictionary-derived name of PRTRT. The sponsor is expected to provide the dictionary name and version used to map the terms in the define.xml external codelist attributes. If an intervention term does not have a decode value in the dictionary then PRDECOD will be null.,Perm
Interventions,PR,11,PRCAT,Category,Char,,,,Grouping Qualifier,Used to define a category of procedure values.,Perm
Interventions,PR,12,PRSCAT,Subcategory,Char,,,,Grouping Qualifier,Used to define a further categorization of PRCAT values.,Perm
Interventions,PR,13,PRPRESP,Pre-specified,Char,C66742,,,Record Qualifier,"Used when a specific procedure is pre-specified on a CRF. Values should be ""Y"" or null.",Perm
Interventions,PR,14,PROCCUR,Occurrence,Char,C66742,,,Record Qualifier,Used to record whether a pre-specified procedure occurred when information about the occurrence of a specific procedure is solicited.,Perm
Interventions,PR,15,PRINDC,Indication,Char,,,,Record Qualifier,"Denotes the indication for the procedure (e.g., why the procedure was performed).",Perm
Interventions,PR,16,PRDOSE,Dose,Num,,,,Record Qualifier,Amount of PRTRT administered. Not populated when PRDOSTXT is populated.,Perm
Interventions,PR,17,PRDOSTXT,Dose Description,Char,,,,Record Qualifier,"Dosing information collected in text form. Examples: <1, 200-400. Not populated when PRDOSE is populated.",Perm
Interventions,PR,18,PRDOSU,Dose Units,Char,C71620,,,Variable Qualifier,"Units for PRDOSE, PRDOSTOT, or PRDOSTXT.",Perm
Interventions,PR,19,PRDOSFRM,Dose Form,Char,C66726,,,Variable Qualifier,Dose form for PRTRT.,Perm
Interventions,PR,20,PRDOSFRQ,Dosing Frequency per Interval,Char,,,,Variable Qualifier,Usually expressed as the number of doses given per a specific interval.,Perm
Interventions,PR,21,PRDOSRGM,Intended Dose Regimen,Char,,,,Variable Qualifier,Text description of the intended schedule or regimen for the procedure.,Perm
Interventions,PR,22,PRROUTE,Route of Administration,Char,C66729,,,Variable Qualifier,Route of administration for PRTRT.,Perm
Interventions,PR,23,PRLOC,Location of Procedure,Char,C74456,,,Record Qualifier,Anatomical location of a procedure.,Perm
Interventions,PR,24,PRLAT,Laterality,Char,C99073,,,Variable Qualifier,Qualifier for anatomical location or specimen further detailing laterality.,Perm
Interventions,PR,25,PRDIR,Directionality,Char,C99074,,,Variable Qualifier,Qualifier for anatomical location or specimen further detailing directionality.,Perm
Interventions,PR,26,PRPORTOT,Portion or Totality,Char,C99075,,,Variable Qualifier,"Qualifier for anatomical location or specimen further detailing the distribution, which means arrangement of, apportioning of.",Perm
Interventions,PR,27,VISITNUM,Visit Number,Num,,,,Timing,"Clinical encounter number. Numeric version of VISIT, used for sorting.",Perm
Interventions,PR,28,VISIT,Visit Name,Char,,,,Timing,Protocol-defined description of a clinical encounter.,Perm
Interventions,PR,29,VISITDY,Planned Study Day of Visit,Num,,,,Timing,Planned study day of VISIT. Should be an integer.,Perm
Interventions,PR,30,PRSTDTC,Start Date/Time of Procedure,Char,,,ISO 8601,Timing,Start date/time of the procedure represented in ISO 8601 character format.,Exp
Interventions,PR,31,PRENDTC,End Date/Time of Procedure,Char,,,ISO 8601,Timing,End date/time of the procedure represented in ISO 8601 character format.,Perm
Interventions,PR,32,PRSTDY,Study Day of Start of Procedure,Num,,,,Timing,Study day of start of procedure expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.,Perm
Interventions,PR,33,PRENDY,Study Day of End of Procedure,Num,,,,Timing,Study day of end of procedure expressed in integer days relative to the sponsor-defined RFSTDTC in Demographics.,Perm
Interventions,PR,34,PRDUR,Duration of Procedure,Char,,,ISO 8601,Timing,Collected duration of a procedure represented in ISO 8601 character format. Used only if collected on the CRF and not derived from start and end date/times.,Perm
Interventions,PR,35,PRTPT,Planned Time Point Name,Char,,,,Timing,"Text description of time when a procedure should be performed. This may be represented as an elapsed time relative to a fixed reference point, such as time of last dose. See PRTPTNUM and PRTPTREF.",Perm
Interventions,PR,36,PRTPTNUM,Planned Time Point Number,Num,,,,Timing,Numerical version of planned time point used in sorting.,Perm
Interventions,PR,37,PRELTM,Planned Elapsed Time from Time Point Ref,Char,,,ISO 8601,Timing,"Planned elapsed time in ISO 8601 format relative to a planned fixed reference (PRTPTREF). This variable is useful where there are repetitive measures. Not a clock time or a date/time variable, but an interval, represented as ISO duration.",Perm
Interventions,PR,38,PRTPTREF,Time Point Reference,Char,,,,Timing,"Description of the fixed reference point referred to by PRELTM, PRTPTNUM, and PRTPT.",Perm
Interventions,PR,39,PRRFTDTC,Date/Time of Reference Time Point,Char,,,ISO 8601,Timing,Date/time for a fixed reference time point defined by PRTRTREF in ISO 8601 character format.,Perm
Interventions,PR,40,PRSTRTPT,Start Relative to Reference Time Point,Char,,AFTER; BEFORE; COINCIDENT; U,,Timing,Identifies the start of the observation as being before or after the sponsor-defined reference time point defined by variable PRSTTPT.,Perm
Interventions,PR,41,PRSTTPT,Start Reference Time Point,Char,,,,Timing,"Description or date/time in ISO 8601 character format of the sponsor-defined reference point referred to by PRSTRTPT. Examples: ""2003-12-15"" or ""VISIT 1"".",Perm
Interventions,PR,42,PRENRTPT,End Relative to Reference Time Point,Char,,AFTER; BEFORE; COINCIDENT; ONGOING; U,,Timing,Identifies the end of the observation as being before or after the sponsor-defined reference time point defined by variable PRENTPT.,Perm
Interventions,PR,43,PRENTPT,End Reference Time Point,Char,,,,Timing,"Description or date/time in ISO 8601 character format of the sponsor-defined reference point referred to by PRENRTPT. Examples: ""2003-12-25"" or ""VISIT 2"".",Perm
Interventions,SU,1,STUDYID,Study Identifier,Char,,,,Identifier,Unique identifier for a study.,Req
Interventions,SU,2,DOMAIN,Domain Abbreviation,Char,,SU,,Identifier,Two-character abbreviation for the domain.,Req
Interventions,SU,3,USUBJID,Unique Subject Identifier,Char,,,,Identifier,Identifier used to uniquely identify a subject across all studies for all applications or submissions involving the product.,Req
Interventions,SU,4,SUSEQ,Sequence Number,Num,,,,Identifier,Sequence Number given to ensure uniqueness of subject records within a domain. May be any valid number.,Req
Interventions,SU,5,SUGRPID,Group ID,Char,,,,Identifier,Used to tie together a block of related records in a single domain for a subject.,Perm
Interventions,SU,6,SUSPID,Sponsor-Defined Identifier,Char,,,,Identifier,Sponsor-defined reference number. Perhaps pre-printed on the CRF as an explicit line identifier or defined in the sponsor's operational database. Example: Line number on a Tobacco & Alcohol use CRF page.,Perm
Interventions,SU,7,SUTRT,Reported Name of Substance,Char,,,,Topic,"Substance name. Examples: Cigarettes, Coffee.",Req
Interventions,SU,8,SUMODIFY,Modified Substance Name,Char,,,,Synonym Qualifier,"If SUTRT is modified, then the modified text is placed here.",Perm
Interventions,SU,9,SUDECOD,Standardized Substance Name,Char,,,,Synonym Qualifier,Standardized or dictionary-derived text description of SUTRT or SUMODIFY if the sponsor chooses to code the substance use. The sponsor is expected to provide the dictionary name and version used to map the terms utilizing the define.xml external codelist attributes.,Perm
Interventions,SU,10,SUCAT,Category for Substance Use,Char,,,,Grouping Qualifier,"Used to define a category of related records. Examples: TOBACCO, ALCOHOL, or CAFFEINE.",Perm
Interventions,SU,11,SUSCAT,Subcategory for Substance Use,Char,,,,Grouping Qualifier,"A further categorization of substance use. Examples: CIGARS, CIGARETTES, BEER, WINE",Perm
